Date,Truck_ID,Operator_ID,Route,Distance_km,Fuel_Litres,Idle_Minutes,Load_Tonnes,Trip_Hours,Avg_Speed_kmh,Fuel_Efficiency_km_per_L,Expected_Anomaly,Specific_Fuel_Consumption,Idling_Ratio,Speed_Consistency_Index,Operator_Efficiency_Dviation,Route_Fuel_ZScore,ZScore_Anomaly,IForest_Anomaly,Risk_Score
2025-05-07,TR027,OP019,West Pit,93.58,46.72,88.5,226.5,3.04,30.8,2.003,0,0.0022042029886010814,0.4851973684210526,10.131578947368421,-1.5100792183134888,-0.12354362604496386,0,0,0
2025-10-24,TR020,OP025,South Pit,79.48,35.39,56.7,186.6,2.38,33.3,2.246,0,0.0023862232053902346,0.39705882352941185,13.991596638655462,-1.5900739665872146,0.4078787471795537,0,0,0
2025-06-14,TR010,OP016,West Pit,115.14,43.33,61.9,173.2,5.22,22.1,2.657,0,0.002172774102498374,0.19763729246487868,4.233716475095786,-1.532560520956905,1.1755548787022394,0,0,0
2025-12-04,TR005,OP036,East Pit,27.95,25.51,81.4,177.2,1.25,22.3,1.096,0,0.0051506842676982845,1.0853333333333335,17.84,-1.5098476370847602,-1.9098906823603143,0,0,0
2025-06-14,TR030,OP004,Stockpile,56.62,24.53,84.1,110.0,1.86,30.4,2.308,0,0.003938537619215825,0.7535842293906809,16.344086021505376,-1.615823098991668,0.4712367209213238,0,0,0
2025-04-11,TR004,OP031,East Pit,23.4,18.16,53.8,190.9,0.63,37.3,1.289,0,0.004065313651484422,1.4232804232804233,59.2063492063492,-1.4930258679627286,-1.5305748942808246,0,0,0
2025-10-15,TR009,OP013,East Pit,101.82,47.39,82.7,234.1,5.17,19.7,2.149,0,0.001988163984470254,0.2666021921341071,3.8104448742746615,-1.5352768565233352,0.15964053446716156,0,0,0
2025-10-27,TR021,OP022,West Pit,94.12,34.63,51.0,142.6,3.81,24.7,2.718,0,0.002580186196607357,0.2230971128608924,6.482939632545931,-1.5457806771393465,1.2967246169126052,0,0,0
2025-11-11,TR024,OP049,Stockpile,35.35,19.61,40.4,170.0,1.5,23.6,1.803,0,0.0032631666527997336,0.4488888888888889,15.733333333333334,-1.3746793316248884,-0.5031945257871329,0,0,0
2025-11-21,TR005,OP033,South Pit,99.32,57.75,25.9,126.9,2.96,33.5,1.72,0,0.00458198492062812,0.14583333333333334,11.317567567567568,-1.3864531445801376,-0.6398293630019619,0,0,0
2025-01-10,TR005,OP022,Stockpile,61.23,26.1,49.6,80.3,3.05,20.1,2.346,0,0.005308364090320291,0.27103825136612025,6.59016393442623,-1.5457806771393465,0.5445602602776042,0,0,0
2025-07-07,TR025,OP043,Crusher,42.99,28.98,89.1,194.0,1.25,34.3,1.483,0,0.0034747951453586667,1.188,27.439999999999998,-1.624714469373999,-1.0844283919042383,0,0,0
2025-04-08,TR016,OP024,East Pit,47.6,25.68,8.0,197.4,2.3,20.7,1.854,0,0.0027330080968557637,0.057971014492753624,9.0,-1.400113876859103,-0.4201426649289498,0,0,0
2025-03-31,TR015,OP032,West Pit,38.48,24.05,74.6,81.6,1.26,30.4,1.6,0,0.0076593137254901975,0.9867724867724867,24.126984126984127,-1.6433246228347869,-0.9240584538937757,0,0,0
2025-03-30,TR030,OP036,West Pit,94.47,36.35,33.3,170.8,3.02,31.3,2.599,0,0.00225279997937464,0.1837748344370861,10.364238410596027,-1.5098476370847602,1.0603443079448425,0,0,0
2025-10-28,TR016,OP001,West Pit,20.34,16.04,85.7,111.6,0.75,27.0,1.268,0,0.007066253616829314,1.9044444444444446,36.0,-1.5750034550287695,-1.5835396520223257,0,0,0
2025-10-17,TR001,OP038,East Pit,74.81,76.36,50.7,234.2,4.15,18.0,0.98,1,0.004358322609706046,0.20361445783132529,4.337349397590361,-1.485239010418673,-2.137873228563531,0,0,0
2025-03-20,TR002,OP013,Crusher,85.12,32.08,32.5,50.0,2.26,37.7,2.653,0,0.0075375939849624055,0.2396755162241888,16.681415929203542,-1.5352768565233352,1.133306112190379,0,0,0
2025-05-30,TR024,OP026,South Pit,80.95,45.24,55.0,209.7,2.26,35.9,1.789,0,0.0026650619741782357,0.4056047197640118,15.88495575221239,-1.5761950128133722,-0.5023923675599,0,0,0
2025-09-28,TR013,OP032,Crusher,29.49,19.84,88.4,48.9,1.22,24.2,1.486,0,0.013758086516451109,1.2076502732240437,19.83606557377049,-1.6433246228347869,-1.0787418931757908,0,0,0
2025-02-24,TR016,OP047,Stockpile,12.4,13.6,50.5,147.8,0.4,30.6,0.912,0,0.007420664367715744,2.1041666666666665,76.5,-1.4967458575769093,-2.2224385670093803,0,0,0
2025-08-18,TR016,OP004,East Pit,115.82,45.79,10.1,163.8,3.11,37.2,2.529,0,0.002413643839995075,0.05412647374062165,11.961414790996786,-1.615823098991668,0.9064799099604575,0,0,0
2025-06-10,TR003,OP013,Crusher,29.19,11.88,13.3,170.2,1.4,20.8,2.457,0,0.002391237924550405,0.15833333333333335,14.85714285714286,-1.5352768565233352,0.7617881952651263,0,0,0
2025-12-05,TR014,OP007,South Pit,109.99,53.96,41.1,49.8,3.16,34.8,2.038,0,0.009851205896410446,0.21677215189873417,11.0126582278481,-1.5771636776414555,-0.00642407966028552,0,0,0
2025-09-27,TR013,OP035,North Pit,27.02,20.07,79.5,178.6,1.19,22.7,1.346,0,0.004158920065017576,1.1134453781512605,19.07563025210084,-1.5205346547089378,-1.431192881916654,0,0,0
2025-03-26,TR006,OP016,South Pit,86.15,37.72,55.6,66.7,3.79,22.7,2.284,0,0.006564332459423218,0.24450307827616535,5.989445910290237,-1.532560520956905,0.48356868669837005,0,0,0
2025-11-01,TR030,OP031,West Pit,101.06,53.24,43.3,119.0,4.1,24.6,1.898,0,0.004427023134605119,0.17601626016260163,6.000000000000001,-1.4930258679627286,-0.3321144868988731,0,0,0
2025-10-19,TR015,OP030,South Pit,62.3,34.89,14.6,125.6,2.29,27.2,1.786,0,0.0044588543210886305,0.10625909752547306,11.87772925764192,-1.6256434216819833,-0.5083678891008591,0,0,0
2025-03-19,TR025,OP035,West Pit,79.08,42.51,10.0,94.2,2.33,34.0,1.86,0,0.005706548878987335,0.07153075822603719,14.592274678111588,-1.5205346547089378,-0.40759727463647777,0,0,0
2025-07-09,TR016,OP027,Stockpile,104.64,53.7,56.2,202.0,5.03,20.8,1.949,0,0.002540535016804433,0.1862160371106693,4.135188866799204,-1.5705045833746354,-0.22147776931300447,0,0,0
2025-10-17,TR030,OP026,North Pit,105.71,54.16,50.4,125.6,3.69,28.7,1.952,0,0.004079180693243804,0.22764227642276422,7.777777777777778,-1.5761950128133722,-0.2677798621716612,0,0,0
2025-03-26,TR027,OP047,East Pit,104.48,39.5,48.2,85.8,3.23,32.3,2.645,0,0.004406326190399697,0.24871001031991744,10.0,-1.4967458575769093,1.1344624561636745,0,0,0
2025-03-31,TR006,OP009,West Pit,52.22,27.16,76.5,117.4,2.03,25.8,1.923,0,0.004430214979607309,0.6280788177339902,12.709359605911331,-1.5231208602561017,-0.2824547581241326,0,0,0
2025-03-02,TR003,OP036,Stockpile,106.31,52.6,75.8,68.0,3.29,32.3,2.021,0,0.007276167921782578,0.38399189463019245,9.817629179331306,-1.5098476370847602,-0.08254895790110597,0,0,0
2025-01-03,TR013,OP017,West Pit,40.12,29.16,78.4,172.0,1.41,28.4,1.376,0,0.004225695007999258,0.9267139479905439,20.141843971631207,-1.5833113417700315,-1.3690096237154483,0,0,0
2025-07-01,TR028,OP014,Stockpile,22.67,21.65,80.4,49.9,1.07,21.1,1.047,0,0.019138409151783938,1.252336448598131,19.7196261682243,-1.4829896363083832,-1.9619470456120702,0,1,1
2025-01-06,TR002,OP039,West Pit,58.42,21.64,10.9,79.5,1.69,34.5,2.7,0,0.004659384763122821,0.10749506903353058,20.414201183431953,-1.460955974978087,1.2609696121947929,0,0,0
2025-08-01,TR001,OP034,West Pit,108.59,60.08,67.7,143.6,4.02,27.0,1.807,0,0.0038528814910600067,0.2806799336650083,6.7164179104477615,-1.5093026851148705,-0.5128758996389273,0,0,0
2025-06-01,TR017,OP033,Crusher,74.1,40.39,70.6,208.3,2.91,25.5,1.835,0,0.0026167749592971314,0.404352806414662,8.762886597938143,-1.3864531445801376,-0.4172125410997042,0,0,0
2025-03-09,TR002,OP030,West Pit,13.13,7.1,6.0,85.5,0.5,26.3,1.849,0,0.006324519091585271,0.2,52.6,-1.6256434216819833,-0.4294475552973637,0,0,0
2025-05-13,TR010,OP004,Stockpile,63.27,29.79,19.1,50.3,1.71,36.9,2.124,0,0.009360621477394524,0.18615984405458091,21.57894736842105,-1.615823098991668,0.11619642509091631,0,0,0
2025-01-06,TR012,OP022,East Pit,20.99,13.68,50.9,203.7,0.82,25.5,1.534,0,0.0031995037962533534,1.0345528455284554,31.097560975609756,-1.5457806771393465,-1.04906003376541,0,0,0
2025-02-22,TR011,OP013,East Pit,85.33,37.15,10.9,216.4,2.65,32.2,2.297,0,0.002011869542905406,0.06855345911949685,12.150943396226417,-1.5352768565233352,0.4505148175540245,0,0,0
2025-06-21,TR027,OP019,North Pit,74.65,35.5,51.7,107.0,3.54,21.1,2.103,0,0.00444441662337012,0.24340866290018834,5.960451977401131,-1.5100792183134888,0.022113481032124658,0,0,0
2025-01-29,TR025,OP009,North Pit,47.13,19.63,6.7,217.0,1.84,25.6,2.401,0,0.0019193895500336845,0.06068840579710145,13.91304347826087,-1.5231208602561017,0.5942208735799918,0,0,0
2025-09-23,TR009,OP029,North Pit,70.28,25.23,30.3,180.6,2.14,32.8,2.786,0,0.001987777414310485,0.23598130841121495,15.327102803738315,-1.6390268113836322,1.3333529075763988,0,0,0
2025-04-04,TR027,OP016,West Pit,25.59,18.49,64.1,151.8,0.76,33.9,1.384,0,0.004759867393029123,1.4057017543859647,44.60526315789473,-1.532560520956905,-1.3531185105075314,0,0,0
2025-12-02,TR019,OP013,Crusher,117.47,71.87,9.4,75.4,3.18,37.0,1.634,1,0.008114267675769804,0.049266247379454925,11.635220125786162,-1.5352768565233352,-0.7982079559057027,0,0,0
2025-03-03,TR001,OP038,West Pit,65.97,25.93,37.3,87.7,1.95,33.8,2.544,0,0.004481840939067531,0.3188034188034188,17.333333333333332,-1.485239010418673,0.9510929046404137,0,0,0
2025-08-17,TR027,OP044,Stockpile,64.3,35.05,64.5,69.7,3.08,20.9,1.835,0,0.007820675590343863,0.349025974025974,6.785714285714285,-1.5022489922276288,-0.44144838738184444,0,0,0
2025-07-08,TR007,OP003,West Pit,38.71,18.77,13.5,185.9,1.15,33.8,2.062,0,0.0026083250453816597,0.1956521739130435,29.391304347826086,-1.530526546179974,-0.006346666136577565,0,0,0
2025-12-01,TR002,OP001,South Pit,65.56,29.47,52.6,153.7,1.82,36.1,2.225,0,0.002924605709163791,0.4816849816849817,19.835164835164836,-1.5750034550287695,0.36605009639283936,0,0,0
2025-08-14,TR030,OP008,North Pit,108.96,53.77,88.0,111.2,3.71,29.4,2.026,0,0.004437804382045025,0.3953279424977538,7.9245283018867925,-1.4283441671053558,-0.1257129257671574,0,0,0
2025-11-12,TR002,OP019,Stockpile,50.17,17.89,45.5,171.8,2.69,18.6,2.804,0,0.0020755972185837073,0.281908302354399,6.914498141263941,-1.5100792183134888,1.4283018662032934,0,0,0
2025-06-19,TR024,OP038,North Pit,58.01,24.25,65.6,135.2,1.64,35.4,2.392,0,0.0030919480318125116,0.6666666666666666,21.585365853658537,-1.485239010418673,0.5769424623956604,0,0,0
2025-03-21,TR018,OP027,Crusher,44.18,14.07,7.8,57.9,2.4,18.4,3.14,0,0.00550034362487891,0.05416666666666667,7.666666666666666,-1.5705045833746354,2.0564144057750617,0,0,0
2025-03-11,TR029,OP013,East Pit,36.27,18.5,41.6,113.9,1.13,32.2,1.961,0,0.0044781686855945545,0.6135693215339233,28.495575221238944,-1.5352768565233352,-0.20984841972425855,0,0,0
2025-11-13,TR009,OP044,Crusher,100.23,53.78,44.5,191.7,3.37,29.7,1.864,0,0.002798987472267098,0.2200791295746785,8.813056379821958,-1.5022489922276288,-0.3622430533913758,0,0,0
2025-03-16,TR006,OP029,South Pit,106.13,36.44,57.1,43.6,4.61,23.0,2.912,0,0.007875057161158593,0.2064352856109906,4.989154013015184,-1.6390268113836322,1.734444529272499,0,0,0
2025-09-24,TR001,OP014,North Pit,81.92,48.41,76.8,95.6,3.2,25.6,1.692,0,0.00618140567795502,0.39999999999999997,8.0,-1.4829896363083832,-0.7669339630523513,0,0,0
2025-07-12,TR002,OP025,West Pit,97.49,34.11,34.5,73.7,3.32,29.4,2.858,0,0.004747381807103202,0.17319277108433737,8.855421686746988,-1.5900739665872146,1.5748190980511505,0,0,0
2025-04-12,TR017,OP045,East Pit,81.28,43.13,80.3,233.7,2.9,28.0,1.885,0,0.002270581268804814,0.4614942528735632,9.655172413793103,-1.3982021925842556,-0.3592162948229179,0,0,0
2025-05-30,TR029,OP030,East Pit,92.95,34.66,50.4,77.6,4.39,21.2,2.682,0,0.004805266105821221,0.19134396355353075,4.829157175398634,-1.6256434216819833,1.20718102693539,0,0,0
2025-10-18,TR025,OP035,Crusher,24.86,18.39,84.1,72.0,0.69,36.1,1.352,0,0.01027420219898096,2.031400966183575,52.31884057971015,-1.5205346547089378,-1.3327388363797896,0,0,0
2025-06-15,TR003,OP044,Crusher,45.92,20.79,11.9,139.1,1.28,35.8,2.209,0,0.003254808788202907,0.15494791666666669,27.968749999999996,-1.5022489922276288,0.29170430038011386,0,0,0
2025-11-12,TR006,OP036,East Pit,79.45,33.96,61.2,74.7,2.96,26.9,2.34,0,0.005722070156017398,0.3445945945945946,9.087837837837837,-1.5098476370847602,0.5350255889914233,0,0,0
2025-12-12,TR028,OP020,East Pit,85.87,45.71,69.7,68.9,4.54,18.9,1.879,0,0.007725925864577753,0.2558737151248165,4.162995594713656,-1.5149275622554519,-0.37100849548860154,0,0,0
2025-04-20,TR023,OP024,North Pit,109.29,54.35,68.7,173.2,4.73,23.1,2.011,0,0.0028712514979638685,0.24207188160676532,4.883720930232558,-1.400113876859103,-0.15451027774104276,0,0,0
2025-07-11,TR001,OP042,East Pit,56.03,20.92,38.9,218.8,1.66,33.6,2.678,0,0.001706450677212945,0.39056224899598396,20.24096385542169,-1.6160647234599477,1.1993195598249342,0,0,0
2025-07-12,TR001,OP032,Stockpile,102.95,58.38,34.3,239.4,3.23,31.9,1.763,0,0.0023687192726838955,0.17698658410732712,9.876160990712075,-1.6433246228347869,-0.5803771987937434,0,0,0
2025-07-18,TR026,OP027,Stockpile,43.14,26.34,47.5,60.8,1.3,33.2,1.638,0,0.01004227362564966,0.6089743589743589,25.53846153846154,-1.5705045833746354,-0.821573051939401,0,0,0
2025-01-27,TR012,OP026,West Pit,34.87,15.17,16.5,136.7,0.95,36.7,2.299,0,0.0031824758655253954,0.2894736842105263,38.631578947368425,-1.5761950128133722,0.46442756264795965,0,0,0
2025-05-15,TR004,OP042,South Pit,103.95,52.43,52.5,79.6,3.37,30.9,1.983,0,0.006336395783631965,0.25964391691394656,9.16913946587537,-1.6160647234599477,-0.11597530791120388,0,0,0
2025-08-01,TR018,OP046,South Pit,65.1,30.43,24.8,102.8,1.93,33.7,2.139,0,0.004547030309550707,0.2141623488773748,17.46113989637306,-1.5409564975209924,0.19475181221867466,0,0,0
2025-12-02,TR010,OP029,West Pit,38.03,17.35,58.2,109.9,1.03,37.1,2.192,0,0.004151217239777897,0.941747572815534,36.019417475728154,-1.6390268113836322,0.2518839234920721,0,0,0
2025-03-28,TR018,OP004,South Pit,24.51,12.27,17.0,71.1,0.92,26.6,1.998,0,0.007040956330577203,0.3079710144927536,28.91304347826087,-1.615823098991668,-0.086097700206408,0,0,0
2025-08-24,TR014,OP004,West Pit,54.25,27.59,44.7,219.9,1.73,31.4,1.966,0,0.0023127395569414668,0.43063583815028905,18.15028901734104,-1.615823098991668,-0.19704002463157963,0,0,0
2025-10-07,TR005,OP039,West Pit,35.95,24.05,51.8,128.6,1.13,31.9,1.495,0,0.0052020583279438135,0.7640117994100295,28.230088495575224,-1.460955974978087,-1.1326293147476845,0,0,0
2025-12-04,TR020,OP006,South Pit,8.83,5.55,53.0,59.8,0.24,36.3,1.591,0,0.010510686811834086,3.680555555555556,151.25,-1.5097712031467918,-0.8967767892632081,0,1,1
2025-03-05,TR001,OP004,East Pit,84.99,27.49,15.0,206.7,3.43,24.8,3.092,0,0.001564827371193048,0.07288629737609328,7.230320699708455,-1.615823098991668,2.0129814057571047,0,0,0
2025-09-04,TR017,OP019,East Pit,45.2,26.57,81.3,199.1,1.68,26.9,1.701,0,0.002952445295866799,0.8065476190476191,16.011904761904763,-1.5100792183134888,-0.7208437819038823,0,0,0
2025-04-25,TR011,OP049,South Pit,22.18,13.44,44.4,156.8,0.74,29.9,1.65,0,0.0038644853793636477,1.0,40.4054054054054,-1.3746793316248884,-0.779258198957677,0,0,0
2025-06-10,TR016,OP048,Crusher,8.85,8.68,53.9,152.7,0.26,34.4,1.02,0,0.006422992537341045,3.455128205128205,132.3076923076923,-1.2988252658331414,-1.9620446956613393,0,0,0
2025-01-06,TR001,OP018,West Pit,57.22,19.88,21.3,120.1,1.93,29.7,2.878,0,0.00289284736213938,0.1839378238341969,15.38860103626943,-1.5339830593494383,1.6145468810709427,0,0,0
2025-09-21,TR026,OP020,Stockpile,42.4,21.5,46.1,232.0,1.31,32.3,1.972,0,0.0021856701366297984,0.5865139949109415,24.656488549618317,-1.5149275622554519,-0.17709773233420364,0,0,0
2025-01-12,TR011,OP038,North Pit,44.75,16.33,19.7,216.4,1.62,27.7,2.74,0,0.001686304071706647,0.20267489711934156,17.098765432098762,-1.485239010418673,1.2450410281898154,0,0,0
2025-05-17,TR015,OP032,West Pit,54.61,20.35,31.6,217.3,1.97,27.8,2.684,0,0.0017148751642509117,0.2673434856175973,14.111675126903554,-1.6433246228347869,1.229187385778959,0,0,0
2025-07-01,TR024,OP044,Crusher,70.91,24.52,13.3,154.9,2.38,29.8,2.892,0,0.002232346278787093,0.0931372549019608,12.521008403361346,-1.5022489922276288,1.5863305108900483,0,0,0
2025-09-02,TR009,OP004,East Pit,52.87,27.93,23.1,235.5,1.82,29.0,1.893,0,0.0022432140365925795,0.21153846153846154,15.934065934065934,-1.615823098991668,-0.3434933606020064,0,0,0
2025-06-20,TR027,OP004,North Pit,54.85,24.01,42.1,192.2,1.5,36.6,2.284,0,0.002277519713683236,0.4677777777777778,24.400000000000002,-1.615823098991668,0.36960152818368125,0,0,0
2025-11-03,TR012,OP042,East Pit,60.54,28.4,57.7,187.7,3.21,18.8,2.132,0,0.002499261221902892,0.2995846313603323,5.856697819314642,-1.6160647234599477,0.1262292992477248,0,0,0
2025-02-16,TR020,OP023,Crusher,88.48,47.09,71.2,123.6,4.19,21.1,1.879,0,0.004305911562117781,0.2832140015910899,5.035799522673031,-1.6171036322915926,-0.3338105597491373,0,0,0
2025-04-06,TR022,OP010,South Pit,78.65,32.54,39.4,158.3,4.09,19.2,2.417,0,0.0026135926899724057,0.16055419722901387,4.69437652811736,-1.5070212993963765,0.7484834750142285,0,0,0
2025-04-05,TR010,OP027,North Pit,56.53,27.86,55.1,204.9,2.19,25.8,2.029,0,0.002405249694876032,0.4193302891933029,11.78082191780822,-1.5705045833746354,-0.11995345537238,0,0,0
2025-05-19,TR011,OP001,North Pit,14.43,10.2,30.7,48.2,0.61,23.7,1.415,0,0.014665159893375659,0.8387978142076502,38.85245901639344,-1.5750034550287695,-1.2987250628367786,0,0,0
2025-01-02,TR027,OP020,North Pit,79.69,36.87,72.6,65.9,3.97,20.1,2.161,0,0.0070207562651252355,0.30478589420654906,5.062972292191436,-1.5149275622554519,0.13346324199781673,0,0,0
2025-06-06,TR015,OP044,South Pit,119.71,71.67,68.4,212.9,3.87,31.0,1.67,0,0.002812103573145043,0.29457364341085274,8.010335917312661,-1.5022489922276288,-0.7394213886846156,0,0,0
2025-05-20,TR009,OP047,Crusher,80.71,52.2,72.1,62.4,2.88,28.0,1.546,0,0.010364743669166916,0.4172453703703704,9.722222222222223,-1.4967458575769093,-0.965011918606836,0,0,0
2025-08-02,TR023,OP027,West Pit,66.91,24.77,8.6,63.6,1.88,35.7,2.701,0,0.005820735447691398,0.07624113475177305,18.989361702127663,-1.5705045833746354,1.2629560013457821,0,0,0
2025-07-30,TR023,OP017,South Pit,63.67,25.49,64.3,129.2,1.99,32.1,2.498,0,0.003098649625755091,0.5385259631490786,16.13065326633166,-1.5833113417700315,0.9098225566201281,0,0,0
2025-04-13,TR029,OP046,Stockpile,42.6,26.53,88.3,68.4,1.2,35.5,1.606,0,0.009104823875024023,1.2263888888888888,29.583333333333336,-1.5409564975209924,-0.883319190344689,0,0,0
2025-06-05,TR003,OP017,Stockpile,100.81,55.43,58.0,221.2,2.81,35.9,1.819,0,0.002485742519946481,0.34400948991696323,12.775800711743772,-1.5833113417700315,-0.47232145658448865,0,0,0
2025-07-03,TR010,OP002,North Pit,64.02,38.41,55.2,160.6,3.08,20.8,1.667,0,0.0037357955153335875,0.2987012987012987,6.753246753246754,-1.54101888812668,-0.8149295496754945,0,0,0
2025-11-01,TR023,OP027,East Pit,113.22,48.27,46.4,161.5,5.17,21.9,2.346,0,0.002639864413676106,0.14958091553836234,4.235976789168278,-1.5705045833746354,0.5468177896571074,0,0,0
2025-01-29,TR003,OP037,Stockpile,73.04,26.0,8.8,61.6,3.69,19.8,2.809,0,0.0057787229200153625,0.03974706413730804,5.365853658536586,-1.5175916097682824,1.4379497003291202,0,0,0
2025-08-14,TR005,OP042,East Pit,47.27,24.34,34.2,202.4,1.71,27.7,1.942,0,0.0025440430927871254,0.33333333333333337,16.198830409356724,-1.6160647234599477,-0.2471903884989236,0,0,0
2025-01-30,TR015,OP044,Crusher,93.41,54.99,54.1,43.6,3.82,24.5,1.699,0,0.01350217891135951,0.2360383944153578,6.4136125654450264,-1.5022489922276288,-0.6750004834560014,0,0,0
2025-04-08,TR028,OP020,South Pit,87.54,52.27,77.3,110.5,3.33,26.3,1.675,0,0.005403606056752854,0.3868868868868868,7.897897897897898,-1.5149275622554519,-0.7294621861163499,0,0,0
2025-06-12,TR005,OP011,South Pit,49.38,32.26,88.8,87.3,2.57,19.2,1.531,0,0.007483401277791928,0.575875486381323,7.470817120622568,-1.534408992534794,-1.0162872200823925,0,0,0
2025-10-24,TR024,OP002,West Pit,36.72,12.25,6.2,218.7,0.98,37.3,2.998,0,0.0015254031298034634,0.1054421768707483,38.06122448979592,-1.54101888812668,1.852913579189696,0,0,0
2025-05-03,TR030,OP003,North Pit,86.58,33.27,21.3,190.2,2.5,34.6,2.602,0,0.00202034113706038,0.14200000000000002,13.84,-1.530526546179974,0.9801053900300638,0,0,0
2025-07-02,TR004,OP027,East Pit,100.32,52.33,10.9,216.3,3.52,28.5,1.917,0,0.0024116078663855875,0.05160984848484849,8.096590909090908,-1.5705045833746354,-0.29632455793927187,0,0,0
2025-07-31,TR019,OP015,North Pit,87.58,42.86,15.9,230.1,3.7,23.7,2.043,0,0.0021268193709080684,0.07162162162162163,6.405405405405405,-1.4530303354528933,-0.09307592686341931,0,0,0
2025-10-04,TR004,OP049,West Pit,115.35,48.55,39.5,57.6,4.12,28.0,2.376,0,0.0073071690025526175,0.15978964401294496,6.796116504854369,-1.3746793316248884,0.6173795272741593,0,0,0
2025-05-25,TR025,OP040,East Pit,49.8,19.79,50.8,209.9,2.38,20.9,2.516,0,0.0018932327690944816,0.3557422969187675,8.781512605042016,-1.6454891952681785,0.8809301418514766,0,0,0
2025-07-26,TR023,OP021,Crusher,89.53,38.02,72.3,83.8,2.37,37.8,2.355,0,0.0050675671172740605,0.5084388185654007,15.949367088607593,-1.4862074424165015,0.5684472384979036,0,0,0
2025-11-03,TR024,OP044,East Pit,85.46,35.02,46.6,128.6,4.62,18.5,2.44,0,0.0031864879806983637,0.16810966810966813,4.004329004329004,-1.5022489922276288,0.7315622667528172,0,0,0
2025-06-09,TR023,OP050,South Pit,10.68,6.24,18.5,57.8,0.3,35.7,1.712,0,0.010108471676839937,1.0277777777777777,119.00000000000001,-1.5359921526234046,-0.6557640871111865,0,0,0
2025-12-09,TR029,OP034,South Pit,92.34,44.66,45.4,103.4,3.26,28.4,2.068,0,0.004677440909865944,0.23210633946830267,8.71165644171779,-1.5093026851148705,0.05333113574930712,0,0,0
2025-05-25,TR001,OP001,West Pit,17.04,13.3,44.4,53.3,0.58,29.6,1.281,0,0.014643835495776412,1.2758620689655173,51.0344827586207,-1.5750034550287695,-1.557716593059461,0,0,0
2025-06-08,TR022,OP047,Crusher,19.51,16.79,57.1,95.9,0.85,22.8,1.162,0,0.008973767630193119,1.119607843137255,26.823529411764707,-1.4967458575769093,-1.6928837558481467,0,0,0
2025-01-09,TR012,OP050,West Pit,44.94,13.95,6.0,44.3,2.17,20.7,3.222,0,0.007007085444249217,0.04608294930875576,9.539170506912443,-1.5359921526234046,2.2978647490113677,0,0,0
2025-07-14,TR014,OP011,North Pit,86.69,48.93,38.2,199.7,3.12,27.8,1.772,0,0.002826364359089101,0.20405982905982906,8.91025641025641,-1.534408992534794,-0.6133480858582927,0,0,0
2025-06-21,TR011,OP040,East Pit,63.54,20.41,31.0,106.3,2.25,28.3,3.113,0,0.00302177782397056,0.22962962962962963,12.577777777777778,-1.6454891952681785,2.054254108086997,0,0,0
